AMTRAK,IYR,IMO,RAILROAD,INCDTNO,IYR2,IMO2,RR2,INCDTNO2,IYR3,IMO3,RR3,INCDTNO3,DUMMY1,CASINJRR,GXID,YEAR,MONTH,DAY,TIMEHR,TIMEMIN,AMPM,STATION,COUNTY,STATE,REGION,DUMMY2,CITY,HIGHWAY,VEHSPD,TYPVEH,VEHDIR,POSITION,RREQUIP,RRCAR,TYPACC,HAZARD,TEMP,VISIBLTY,WEATHER,TYPEQ,TYPTRK,TRKNAME,TRKCLAS,NBRLOCOS,NBRCARS,TRNSPD,TYPSPD,TRNDIR,SIGNAL,LOCWARN,WARNSIG,LIGHTS,STANDVEH,TRAIN2,MOTORIST,VIEW,VEHDMG,DRIVER,INVEH,TOTKLD,TOTINJ,TOTOCC,INCDRPT,JOINTCD,TYPRR,DUMMY3,CASKLDRR,DUMMY4,CROSSING,NARRLEN,DUMMY5,YEAR4,DIVISION,PUBLIC,CNTYCD,STCNTY,HZMRLSED,HZMNAME,HZMQNTY,HZMMEAS,SIGWARNX,WHISBAN,DRIVAGE,DRIVGEN,PLEONTRN,SSB1,SSB2,USERKLD,USERINJ,RREMPKLD,RREMPINJ,PASSKLD,PASSINJ,NARR1,NARR2,NARR3,NARR4,NARR5,SUBDIV,ROADCOND,VIDEOT,VIDEOU,
,12,7,CSX ,106304,,,    ,          ,12,7,CSX ,106304,,0,523896Y,12,7,23,12,10,AM,ASHTABULA           ,ASHTABULA           ,39,2,,ASHTABULA           ,COLUMBUS AVE        ,0,A,1,1,6,1,1,4,73,4,1,8,1,#1,4,10,0,40,E,4,1,1,2,2,2,2,4,8,7000,3,2,0,0,1,2,1,1,,0,  ,1030611,183,,2012,                    ,Y,7,39C007,4,,,, , ,18,1,2,                    ,                    ,0,0,0,0,0,0,MOTORIST WENT AROUND ROAD BLOCKS AND GOT STUCK ON CROSSING AND WAS STRUCK BY X78520. PROTECTION ALSO, AT CROSSING: ADVANCE WARNING AND PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).,,,,ERIE WEST           ,A,2,2,
,12,11,CWRO,201249,,,    ,          ,12,11,CWRO,201249,,0,923043T,12,11,21,6,54,PM,                    ,CUYAHOGA            ,39,2,,CLEVELAND           ,W SIDE TRUCK BRIDGE ,3,C,2,3,2,1,1,4,47,4,1,7,4,WB MAIN             ,1,2,13,3,E,3, ,1, ,1,2,2,2,8,1000,3,1,0,0,1,2,1,3,,0,  ,807,367,,2012,                    ,N,35,39C035,4,,,, , ,50,1,3,                    ,                    ,0,0,0,0,0,0,"AFTER SPOTTING W SIDE SLAB YARD, CREW PROCEEDED TO SHOVE EAST ON THE WESTBOUND MAIN TOWARDS SENECA Y",ARD.  THERE WAS A TRUCK STOPPED ON THE ROAD NEAR THE MIDDLE DOCK AREA FACING THE ONCOMING TRAIN.  TH,E CREW PROCEEDED WITH THEIR MOVEMENT WHEN THE TRUCK PULLED OUT IN FRONT OF THEM.  THE CONDUCTOR BAIL,ED OFF THE LEAD CAR BEFORE IT STRUCK THE TRUCK AND PUSHED IT 60 FT.,,SYSTEM              ,A,2,2,
,12,8,NS  ,100900,,,    ,          ,12,8,NS  ,100900,,0,262208L,12,8,10,2,45,AM,MORAINE             ,CLARK               ,39,2,,                    ,TECUMSEH ROAD       ,5,A,2,3,1,1,1,4,65,4,3,1,1,SINGLE MAIN TRACK   ,4,2,85,35,R,4,1,1,2,1,2,2,1,8,8000,3,1,0,0,1,2,1,1,,0,  ,103,50,,2012,                    ,Y,23,39C023,4,,,, , ,29,1,2,                    ,                    ,0,0,0,0,0,0,NS TRAIN STRUCK A HWY-USER AT A HWY-GRADE CROSSING,,,,,LAKE                ,B,2,2,
K,12,6,ATK ,124071,,,    ,          ,12,6,UP  ,0612SL003,,1,445992L,12,6,5,12,25,AM,POPLAR BLUFF        ,BUTLER              ,29,6,,                    ,PUBLIC   COUNTY     ,0,J,4,1,1,1,1,4,70,4,1,2,1,SINGLE MAIN         ,3,2,7,55,E,2, ,1,2,2,2,2,4,8,1000,1,2,2,1,5,1,1,6,,2,  ,7,314,,2012,                    ,Y,23,29C023,4,,,, , ,17,2,192,                    ,                    ,2,1,0,0,0,0,TRAIN 21 OPERATING WITH LOCOMOTIVES E/137-E/206 AND 7 CARS STRUCK A JEEP CHEROKEE SUV THAT STALLED O,N THE PUBLIC COUNTY ROAD CROSSING.  THE OCCUPANTS IN THE VEHICLE WERE PLAYING A GAME WHEN THEY PARKE,"D THEIR VEHICLE ON THE TRACKS.  AS THE TRAIN APPROACHED, THE VEHICLE STALLED AND WAS UNABLE TO MOVE ",BEFORE IMPACT.,,DESOTO              ,A,1,2,
,12,4,BNSF,NE0412201,,,    ,          ,12,4,BNSF,NE0412201,,1,095227F,12,4,20,5,18,PM,RUSHVILLE           ,BUCHANAN            ,29,6,,                    ,COUNTY RD           ,20,E,1,3,1,1,1,4,60,2,1,1,1,SINGLE MAIN         ,4,2,133,49,R,4, ,1,3,2,2,2,3,8,1500,2,1,0,1,1,2,1,1,,0,  ,7,0,,2012,                    ,Y,21,29C021,4,,,, , ,27,2,3,                    ,                    ,0,1,0,0,0,0,,,,,,ST JOSEPH           ,A,1,2,
,12,4,UP  ,0412SL006,,,    ,          ,12,4,UP  ,0412SL006,,0,424963T,12,4,15,9,49,PM,MAPLEWOOD           ,ST LOUIS            ,29,6,,ST LOUIS            ,SUBLETTE AVENUE     ,0,A,2,1,1,1,1,4,70,4,3,1,1,NO. 1 MAIN,4,3,59,31,R,3,1,1,1,1,2,2,4,8,5000,3,2,0,0,0,2,1,1,,0,  ,103050607,69,,2012,                    ,Y,189,29C189,4,,,, , ,24,2,2,                    ,                    ,0,0,0,0,0,0,HIGHWAY USER'S ACTIONS: STOPPED ON CROSSING (BEFORE GATES DESCENDED).,,,,,JEFFERSON CITY SUB  ,B,1,2,
,12,9,CSX ,108486,,,    ,          ,12,9,CSX ,108486,,0,843412R,12,9,25,6,0,PM,PROSPERITY          ,NEWBERRY            ,45,3,,PROSPERITY          ,PRIVATE RD.         ,0,M,4,1,1,1,1,4,80,2,1,1,1,SINGLE MAIN         ,4,1,16,45,E,1, ,1,2,2,2,2,5,8,1000,3,2,0,0,2,2,1,1,,0,  ,7,78,,2012,                    ,N,71,45C071,4,,,, , ,63,1,2,                    ,                    ,0,0,0,0,0,0,Q48825 STRUCK AN ATV THAT WAS STUCK ON THE TRACKS AND LEFT ABANDONED BY OWNER.,,,,,C N & L             ,A,1,1,
,12,3,NS  ,99010,,,    ,          ,12,3,NS  ,99010,,0,716262M,12,3,14,2,20,PM,KINGS MT            ,CLEVELAND           ,37,3,,KINGS MOUNTAIN      ,OAK STREET          ,0,C,2,2,1,1,1,4,72,2,1,1,1,1,4,3,45,50,E,2,1,1,2,2,2,2,4,8,5000,3,2,0,0,0,2,1,1,,0,  ,10307,99,,2012,                    ,Y,45,37C045,4,,,, , ,42,1,2,                    ,                    ,0,0,0,0,0,0,"TRAIN 213 TRAVELING SOUTHBOUND STRUCK UNOCCUPIED TRACTOR TRAILER AT CROSSING, NO INJURY TO NS CREW.",,,,,PIEDMONT            ,A,2,2,
,12,8,NS  ,100975,,,    ,          ,12,8,NS  ,100975,,1,721616P,12,8,14,1,55,PM,MOORESVILLE         ,IREDELL             ,37,3,,MOORESVILLE         ,PENSKE ROAD         ,5,C,3,3,6,1,1,4,87,2,1,8,1,L MAIN LINE         ,3,2,0,32,E,1,1,1,2,2,2,2,3,8,75000,2,1,0,1,1,2,1,1,,0,  ,207,353,,2012,                    ,Y,97,37C097,4,,,, , ,50,1,2,                    ,                    ,0,1,0,0,0,0,LOCAL P23P714 TRAVELING NORTHBOUND WITH LITE ENGINES STRUCK AN 18 WHEELER THAT DID NOT STOP AT THE C,"ROSSING, HITTING THE FUEL TANK OF THE TRUCK SPILLING APPROXIMATELY 65 GALLONS OF DIESEL FUEL AND ALS",O IGNITED A FIRE CAUSING DAMAGE TO THE LOCOMOTIVEE. NO INJURIES TO THE CREW. DRIVER OF THE TRUCK WAS, TRANSPORTED TO LOCAL HOSPITAL WITH UNKNOWN INJURIES.,,PIEDMONT            ,A,2,2,
,12,3,NS  ,99159,,,    ,          ,12,3,NS  ,99159,,1,729625R,12,3,26,1,7,PM,HICKORY             ,CATAWBA             ,37,3,,                    ,SHERLOCK STREET     ,5,A,2,3,1,1,1,4,80,2,1,1,1,SINGLE MAIN TRACK   ,4,3,11,40,E,3, ,1,2,2,2,2,3,8,10000,2,1,0,1,1,2,1,1,,0,  ,807,191,,2012,                    ,Y,35,37C035,4,,,, , ,59,1,2,                    ,                    ,0,1,0,0,0,0,P60 TRAVELING EASTBOUND STRUCK VAN THAT FAILED TO STOP AT SHERLOCK STREET ROAD CROSSING. NO INJURIES, TO CREW. DRIVER OF VAN WAS TRANSPORTED TO CATAWBA MEMORIAL HOSPITAL WITH UNKNOWN INJURIES.,,,,PIEDMONT            ,A,2,2,
K,12,10,ATK ,125679,,,    ,          ,12,10,NS  ,XXX       ,,0,722352A,12,10,6,12,35,AM,GREENSBORO          ,GUILFORD            ,37,3,,HIGH POINT          ,; SCIENTIFIC ST     ,0,A,4,2,1,1,1,4,65,4,1,2,1,MAIN 2,4,2,9,60,E,2,1,1,2,2,2,2,4,8,5000,3,2,0,0,0,2,1,6,,0,  ,1030607,125,,2012,                    ,Y,81,37C081,4,,,, , ,  , ,194,                    ,                    ,0,0,0,0,0,0,TRAIN 19 OPERATING WITH LOCOMOTIVES E/42-E/160 AND 9 CARS STRUCK AN UNOCCUPIED AUTOMOBILE AT MP295.7,6 SCIENTIFIC ST CROSSING.,,,,DANVILLE            ,A,2,2,
,12,6,MH  ,MH060112,,,    ,          ,12,6,MH  ,MH060112,,0,853925S,12,6,1,12,4,PM,HOOD RIVER DEPOT    ,HOOD RIVER          ,41,8,,HOOD RIVER          ,WOODWORTH           ,45,C,3,3,1,1,1,4,74,2,1,2,1,SINGLE MAIN TRACK   ,2,1,3,12,R,2, ,1,2,2,2,1,3,8,0,3,1,0,0,1,2,1,3,,0,  ,711,126,,2012,                    ,Y,27,41C027,4,,,, , ,36,1,32,                    ,                    ,0,0,0,0,0,0,"TRAIN TRAVELLING SWD APPROACHING WOODWARD CROSSING - LOG TRUCK COULD NOT STOP, ENTERED CROSSING AND ",TRAIN COLLIDED WITH TRUCK.,,,,MOUNT HOOD          ,A,2,2,
,12,11,CORP,IX120544,,,    ,          ,12,11,CORP,IX120544,,0,756309P,12,11,9,10,2,AM,DOLE                ,DOUGLAS             ,41,8,,                    ,PRIVATE             ,0,C,4,2,1,1,1,4,55,2,2,1,1,MAIN                ,2,3,49,6,R,1, ,1,2,2,2,2,4,8,200,3,2,0,0,0,2,1,3,,0,  ,807,299,,2012,                    ,N,19,41C019,4,,,, , ,65,1,1,                    ,                    ,0,0,0,0,0,0,EMPTY TRUCK WITH TRAILER STOPPED TO GO INTO THE OFFICE OF THE MILL NOT REALIZING THE END OF THE TRAI,"LER WAS STILL FOULING THE TRACKS ON THECROSSING, NORTHBOUND TRAIN NOTICED TRAILER WAS FOULING TRACKS",AND NOT MOVING SP THE ENGINEER PUT HE TRAIN IN EMERGENCY AND STRUCK THE REAR OF THE TRAILER AT6MPH,,,ROSEBURG            ,A,2,2,
,12,1,UP  ,0112PD002,,,    ,          ,12,1,UP  ,0112PD002,,0,756544M,12,1,5,1,13,PM,EUGENE              ,LANE                ,41,8,,EUGENE              ,5TH AND HIGH STREETS,0,K,3,2,1,1,1,4,54,2,2,1,1,SINGLE MAIN         ,3,1,95,22,R,1,1,1,2,1, ,2,8,8,, , ,1,0,0,2,1,1,,0,  ,1030607,110,,2012,                    ,Y,39,41C039,4,,,, , ,50,1,2,                    ,                    ,1,0,0,0,0,0,HIGHWAY USER'S ACTIONS: WENT AROUND THE GATE - STOPPED. CONFIRMED SUICIDE BY THE LANE COUNTY MEDICAL, EXAMINER.,,,,BROOKLYN SUB        ,A,1,2,
,12,3,WVR ,2012001,,,    ,          ,12,3,WVR ,2012001,,0,759804N,12,3,15,7,13,AM,WOODBURN            ,MARION              ,41,8,,WOODBURN            ,CLEVELAND STREET    ,20,A,3,3,6,1,1,4,40,1,3,8,1,SOUTH LEG WYE       ,X,1,0,10,E,4, ,1,2,2,2,2,3,8,5000,3,1,0,0,1,2,1,6,,0,  ,7,0,,2012,                    ,Y,47,41C047,4,,,, , ,65,1,2,                    ,                    ,0,0,0,0,0,0,,,,,,WOODBURN            ,B,2,2,
,12,1,NS  ,97772,,,    ,          ,12,1,NS  ,97772,,1,851926S,12,1,23,9,55,AM,ALLENTOWN           ,NORTHAMPTON         ,42,2,,BETHLEHEM           ,BROADHEAD ROAD      ,2,C,1,3,1,1,1, ,35,2,3,1,1,SINGLE MAIN TRACK   ,2,2,17,10,E,3, ,1,2,2,2,2,3,8,50000,2,1,0,1,1,2,1,1,,0,  ,7,164,,2012,                    ,Y,95,42C095,4,,,, , ,  ,1,2,                    ,                    ,0,1,0,0,0,0,DRIVER'S AGE UNKNOWN. H75 WITH 2 ENGINES AND 7X10 CONSIST 1037 TONS TRAVELING EAST ON THE CEMENT SEC,ONDARY STRUCK A TRACTOR TRAILER THAT FAILED TO STOP AT CROSSING.,,,,HARRISBURG          ,A,2,2,
,12,1,NS  ,97867,,,    ,          ,12,1,NS  ,97867,,0,923092P,12,1,30,1,35,PM,READING             ,BERKS               ,42,2,,                    ,PRIVATE CROSSING    ,0,C,4,2,2,1,1,4,40,2,1,1,4,OUTSIDE TRACK       ,1,1,9,3,E,4, , ,2,2,2,2,4,8,1000,3,2,0,0,0,2,1,1,,0,  ,12,150,,2012,                    ,N,11,42C011,4,,,, , ,  , ,2,                    ,                    ,0,0,0,0,0,0,"DRIVER'S INFO UNKNOWN. H47H430 SHOVING WEST WITH NS 3061, 9 LOADS, 0 EMPTIES, 220 TONS STRUCK A TRAC",TOR TRAILER AT A PRIVATE CROSSING IN THE INDUSTRY.,,,,HARRISBURG          ,A,2,2,
,12,7,NS  ,100691,,,    ,          ,12,7,NS  ,100691,,0,526768B,12,7,25,10,10,PM,WILLIAMSPORT        ,LYCOMING            ,42,2,,                    ,MAYNARD STREET      ,0,C,4,2,1,1,1,4,70,4,1,1,1,SINGLE MAIN TRACK   ,3,1,37,27,E,2,1,1,2,2,2,2,5,8,500,3,2,0,0,1,1,1,1,,0,  ,10306,151,,2012,                    ,Y,81,42C081,4,,,, , ,  , ,2,                    ,                    ,0,0,0,0,0,0,"HWY-USER'S INFORMATION UNKNOWN.  H3WH925 PULLING SOUTH WITH LEAD UNIT NS 6347, 3 LOADS, 34 EMPTIES,",AND 1469 TONS STRUCK TRACTOR TRAILER FOULING TRACK.,,,,HARRISBURG          ,A,1,2,
,12,2,NS  ,97946,,,    ,          ,12,2,NS  ,97946,,1,591386E,12,2,6,11,57,PM,ALLENTOWN           ,LEHIGH              ,42,2,,                    ,RUPPSVILLE RD       ,10,A,2,3,1,1,2,4,42,4,1,1,1,SINGLE MAIN TRACK   ,1,2,6,10,E,3, ,1,2,2,2,2,3,8,10000,2,1,0,1,1,2,1,1,,0,  ,7,162,,2012,                    ,Y,77,42C077,4,,,, , ,54,1,2,                    ,                    ,0,1,0,0,0,0,"H89H506 PULLING EAST WITH NS 4629 PLUS ONE, 0 LOADS, 6 EMPTIES, 517 TO NS ON C&F SECONDARY WAS STRUC",K BY A SOUTHBOUND VEHICLE THAT FAILED TO YIELD AT THE CROSSING,,,,HARRISBURG          ,A,2,2,
,12,11,CSX ,110401,,,    ,          ,12,11,CSX ,110401,,0,633275G,12,11,21,6,42,PM,KINGSTREE           ,WILLIAMSBURG        ,45,3,,KINGSTREE           ,MAIN STREET         ,25,A,3,3,1,1,1,4,50,4,1,1,1,MAIN TRACK #2,4,3,16,60,E,1,1,1,2,1,2,2,1,8,6000,3,1,0,0,3,2,1,1,,0,  ,10203060811,247,,2012,                    ,Y,89,45C089,4,,,, , ,20,1,2,                    ,                    ,0,0,0,0,0,0,Q03221 STRUCK A VEHICLE THAT WENT AROUND THE GATES. CREW AND PERSON IN VEHICLE ARE OK. ACCIDENT TOOK,"PLACE AT A 331.03 MAIN STREET IN KINGSTREE, SC. PROTECTION ALSO AT CROSSING: ADVANCE WARNING AND PA",VEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).,,,CHARLESTON          ,A,1,1,
,12,7,CSX ,106431,,,    ,          ,12,7,CSX ,106431,,0,634929R,12,7,28,1,37,PM,ANDREWS             ,GEORGETOWN          ,45,3,,ANDREWS             ,521 US,3,E,1,3,1,1,2,2,93,2,1,1,1,SINGLE MAIN         ,1,1,26,10,R,2,1,1,2,2,2,2,3,8,500,3,1,0,0,1,2,1,1,,0,  ,2030611,285,,2012,                    ,Y,43,45C043,4,,,, , ,21,1,2,                    ,                    ,0,0,0,0,0,0,F74328 WAS COMING TO THE CROSSING AT HWY WHEN THEY SAW A RED VAN TRY TO MAKE IT PAST THEM. THE VAN S,LOWED AND TRIED TO STEER AWAY FROM THE TRAIN BUT HIT THE FRONT CORNER OF ENG CSXT 909. PROTECTION AL,SO AT CROSSING: ADVANCE WARNING AND PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).,,,GEORGETOWN          ,A,1,1,
,12,11,CSX ,109764,,,    ,          ,12,11,CSX ,109764,,0,633140B,12,11,1,3,20,PM,SUMTER              ,SUMTER              ,45,3,,SUMTER              ,KINGSBURY RD.       ,3,A,4,3,1,1,2,2,63,2,1,1,1,SINGLE MAIN         ,3,2,21,35,E,1,1,1,2,2,2,2,3,8,1500,3,1,0,0,1,2,1,1,,0,  ,30611,163,,2012,                    ,Y,85,45C085,4,,,, , ,44,2,2,                    ,                    ,0,0,0,0,0,0,F71701 WAS STRUCK IN THE SIDE OF THE LOCO CSXT 2372 BY MOTORIST. PROTECTION ALSO AT CROSSING: ADVANC,E WARNING AND PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).,,,,ORANGEBURG          ,A,2,2,
,12,11,CSX ,109776,,,    ,          ,12,11,CSX ,109776,,1,633535X,12,11,2,6,16,AM,FAIRFAX             ,ALLENDALE           ,45,3,,FAIRFAX             ,6TH ST,10,A,2,3,1,1,1,2,45,4,1,1,1,SINGLE MAIN         ,3,2,81,4,R,2,1,1,2,2,2,2,3,8,2000,2,1,0,1,1,2,1,1,,0,  ,2030711,96,,2012,                    ,Y,5,45C005,4,,,, , ,62,1,2,                    ,                    ,0,1,0,0,0,0,Q69301 STRUCK MOTORIST AT CROSSING. PROTECTION ALSO AT CROSSING: PAVEMENT MARKINGS (STOP LINES).,,,,,AUGUSTA             ,A,1,2,
,12,10,BNSF,SF1012201,,,    ,          ,12,10,BNSF,SF1012201,,0,663399G,12,10,11,9,50,PM,MEMPHIS             ,SHELBY              ,47,3,,MEMPHIS             ,PARKWAY DR S        ,0,A,3,1,1,1,1,4,59,4,2,1,1,MAIN ONE TRACK      ,3,3,87,27,E,1,1,1,2,1,2,2,5,8,1500,3,2,0,0,0,2,1,1,,0,  ,102,42,,2012,                    ,Y,157,47C157,4,,,, , ,  ,2,2,                    ,                    ,0,0,0,0,0,0,DRIVER AGE UNKNOWN.  41: ABANDONED VEHICLE,,,,,THAYER SOUTH        ,A,1,2,
,12,3,CSX ,101509,,,    ,          ,12,3,CSX ,101509,,0,347563N,12,3,7,2,45,AM,AMHERST             ,KNOX                ,47,3,,KNOXVILLE           ,PINEY GROVE RD      ,0,A,3,1,1,1,1,2,40,4,1,1,1,SINGLE MAIN         ,3,3,74,38,E,1,1,1,2,2,3,2,5,8,3600,3,2,0,0,2,2,1,1,,0,  ,1030611,180,,2012,                    ,Y,93,47C093,4,,,, , ,  ,1,2,                    ,                    ,0,0,0,0,0,0,Q54006 OPERATING NORTH AROUND AMHERST STRUCK VEHICLE ON CROSSING. NO INJURIES INVOLVED. AGE OF MOTOR,IST UNKNOWN. PROTECTION ALSO AT CROSSING: ADVANCE WARNING AND PAVEMENT MARKINGS.,,,,KD                  ,A,2,2,
,12,6,BNSF,SF0612203,,,    ,          ,12,6,BNSF,SF0612203,,0,663401F,12,6,23,11,15,PM,MEMPHIS             ,SHELBY              ,47,3,,MEMPHIS             ,CASTILIA ST         ,0,A,2,1,1,1,1,4,75,4,1,1,1,MAIN 2 TRACK,3,1,60,36,E,1,1,1,3,1,3,2,4,8,1000,3,2,0,0,0,2,1,1,,0,  ,103,0,,2012,                    ,Y,157,47C157,4,,,, , ,18,1,2,                    ,                    ,0,0,0,0,0,0,,,,,,THAYER SOUTH        ,A,1,2,
,12,3,IC  ,738797,,,    ,          ,12,3,IC  ,738797,,0,931982V,12,3,15,7,57,PM,MEMPHIS             ,SHELBY              ,47,3,,MEMPHIS             ,PRIVATE CROSSING    ,5,M,1,3,2,1,1,4,72,4,1,7,2,TRACK 3,1,1,21,8,E,1, , ,2,2,2,2,3,8,2000,3,1,0,0,1,2,1,6,,0,  ,12,230,,2012,                    ,N,157,47C157,4,,,, , ,44,1,2,                    ,                    ,0,0,0,0,0,0,CARMAN OPERATING A UTILITY VEHICLE IN HARRISON YARD CROSSED THE TRACKS AT THE PRIVATE YARD CROSSING ,"IN FRONT OF A SHOVE MOVE.  THE UTILITY VEHICLE WAS HIT BY THE LEAD CAR, ATTX 93436, OF SHOVE.  EMPLO",YEE STATED HE WAS NOT INJURED.,,,SHELBY              ,A,2,2,
,12,9,UP  ,0912PD015,,,    ,          ,12,9,UP  ,0912PD015,,0,809057R,12,9,25,9,20,AM,HERMISTON           ,UMATILLA            ,41,8,,HERMISTON           ,SOUTH OTT ROAD      ,5,J,1,3,1,1,1,4,75,2,1,1,1,SINGLE MAIN         ,4,2,101,38,R,1, ,1, ,2,2,2,3,8,1000,3,1,0,0,1,2,1,1,,0,  ,807,37,,2012,                    ,Y,59,41C059,4,,,, , ,32,1,2,                    ,                    ,0,0,0,0,0,0,HIGHWAY USER'S ACTIONS: DID NOT STOP.,,,,,AYER SUB            ,E,1,2,
K,12,10,ATK ,125682,,,    ,          ,12,10,BNSF,NW1012200,,1,101880L,12,10,7,12,23,PM,PORTLAND            ,MULTNOMAH           ,41,8,,PORTLAND            ,17TH AVE,2,M,3,3,1,1,1,4,70,2,1,2,1,MAIN 2,3,1,13,29,R,1,1,1,1,1,2,2,1,8,200,2,1,0,1,1,2,1,6,,0,  ,103060807,123,,2012,                    ,Y,51,41C051,4,,,, , ,58,1,244,                    ,                    ,0,1,0,0,0,0,TRAIN 506 OPERATING WITH LOCOMOTIVE E/470 AND 13 CARS STRUCK A PEDESTRIAN RIDING A BICYCLE AT MP0.82,", NW 17TH AVE CROSSING.",,,,SEATTLE             ,A,1,2,
,12,8,PNWR,PNW273912G,,,    ,          ,12,8,PNWR,PNW273912G,,0,067177E,12,8,24,6,53,PM,REED JCT            ,MARION              ,41,8,,                    ,WAVONDA RD          ,0,A,3,2,1,1,1,4,75,2,1,1,1,OE MAIN             ,2,3,11,24,R,3, ,1,2,2,2,2,4,8,500,3,1,0,0,2,2,1,2,,0,  ,807,265,,2012,                    ,Y,47,41C047,4,,,, , ,34,2,1,                    ,                    ,0,0,0,0,0,0,THE PNWR ROCK TRAIN WAS TRAVELING EASTBOUND ON THE OE MAIN TRACK WHEN IT STRUCK A CAR AT THE WACONDA, RD CROSSING.  THE VEHICLE FAILED TO STOP SHORT OF THE RAILROAD TRACKS AT THE GRADE CROSSING.  THE D,RIVER WAS CITED FOR FAILURE TO YIELD.  NO INJURIES WERE REPORTED.,,,OE                  ,A,2,2,
,12,8,PNWR,PNW270512G,,,    ,          ,12,8,PNWR,PNW270512G,,0,926895G,12,8,9,9,57,AM,SIDNEY              ,MARION              ,41,8,,                    ,BLUE HERON FORM     ,5,B,4,3,1,1,2,2,65,2,1,1,1,OE MAIN             ,2,3,38,19,R,3, ,1,2,2,2,2,3,8,5000,3,1,0,0,1,2,1,2,,0,  ,8,225,,2012,                    ,N,47,41C047,4,,,, , ,56,1,2,                    ,                    ,0,0,0,0,0,0,"THE PNWR 664 WAS TRAVELING EASTBOUND ON THE OE MAIN TRACK, WHEN A PICK-UP TRUCK STRUCK THE LEAD LOCO",MOTIVE AT A PRIVATE CROSSING MP 80.20.  THE DRIVER FAILED TO STOP FOR THE STOP SIGN THAT PROTECTS TH,E CROSSING.  NO INJURIES.,,,OE                  ,A,2,2,
,12,9,PDRR,901,,,    ,          ,12,9,PDRR,901,,1,634402J,12,9,25,11,22,AM,BENNETTSVILLE       ,MARLBORO            ,45,3,,BENNETTSVILLE       ,INTERNATIONAL DRIVE ,35,A,3,3,1,1,1,2,80,2,1,1,1,                    ,2,2,7,25,E,1, ,1,2,2,2,2,3,8,9000,2,1,0,1,1,2,1,3,,0,  ,711,461,,2012,                    ,Y,69,45C069,4,,,, , ,16,2,2,                    ,                    ,0,1,0,0,0,0,"ON BOARD TRAIN CREW STATED, AS THEY APPROACHED INTERNATIONAL DRIVE CROSSING, A PICK UP TRUCK CROSSED"," IN FRONT OF THEM. A FORD MUSTANG CAR FOLLOWING THE TRUCK, CONTINUED TOWARDS THE CROSSING, AND THE B",RAKEMAN YELLED TO ENGINEER THAT THE CAR WAS NOT GOING TO STOP. BRAKEMAN STATED HE SAW THE DRIVER AT ,THE LAST SECOND LOOK AT THE TRAIN AND JERK THE WHEEL TO THE LEFT. THE CREW STATED THAT THEY WERE TRA,VELING AT 25 MPH AND THE CAR APPEARED TO BE TRAVELING 35 MPH.,SYSTEM              ,A,2,2,
,12,10,CSX ,109284,,,    ,          ,12,10,CSX ,109284,,0,244274B,12,10,18,7,30,AM,CHESNEE             ,CHEROKEE            ,45,3,,CHESNEE             ,ISLAND FORD RD      ,0,C,4,1,1,1,1,2,58,3,1,1,1,SINGLE MAIN         ,4,1,39,41,R,3, ,1,2,2,2,2,4,8,25000,3,2,0,0,1,2,1,1,,0,  ,807,81,,2012,                    ,Y,21,45C021,4,,,, , ,36,2,2,                    ,                    ,0,0,0,0,0,0,Q69318 STRUCK A TRACTOR TRAILOR AT ISLAND FORD RD. NO INJURIES TO CREW OR DRIVER.,,,,,BLUE RIDGE          ,A,1,1,
,12,10,CSX ,109092,,,    ,          ,12,10,CSX ,109092,,0,634630W,12,10,11,10,1,AM,COLUMBIA            ,RICHLAND            ,45,3,,COLUMBIA            ,ROSEWOOD DR.        ,10,A,3,3,2,1,1,4,71,2,1,7,1,SINGLE MAIN         ,2,2,2,2,R,1,1,1,1,1,2,2,3,8,1500,3,1,0,0,1,2,1,1,,0,  ,20305060711,164,,2012,                    ,Y,79,45C079,4,,,, , ,20,2,2,                    ,                    ,0,0,0,0,0,0,Y10211 WHILE SHOVING STRUCK A VEHICLE AT ROSEWOOD DRIVE CROSSING. PROTECTION ALSO AT CROSSING: ADVAN,CE WARNING AND PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).,,,,EASTOVER            ,A,1,2,
,12,3,NS  ,98892,,,    ,          ,12,3,NS  ,98892,,0,721432P,12,3,4,6,30,AM,CHARLESTON          ,CHARLESTON          ,45,3,,CHARLESTON          ,RIVERS AVE          ,40,B,1,3,6,1,2,4,44,1,3,8,1,SINGLE MAIN TRACK   ,1,2,0,10,E,3,1,1,1,2,2,2,3,8,1000,3,1,0,0,1,2,1,1,,0,  ,3,156,,2012,                    ,Y,19,45C019,4,,,, , ,59,1,2,                    ,                    ,0,0,0,0,0,0,P46 TRAVELING EAST ON READS BRANCH STRUCK A VEHICLE TRAVELING NORTH BOUND ON RIVERS AVE. DRIVER FAIL,ED TO STOP SHORT OF CROSSING STRIKING LEAD UNIT NS 2646.,,,,PIEDMONT            ,B,2,2,
