IYR,IMO,RAILROAD,INCDTNO,IYR2,IMO2,RR2,INCDTNO2,IYR3,IMO3,RR3,INCDTNO3,DUMMY1,GXID,YEAR,MONTH,DAY,TIMEHR,TIMEMIN,AMPM,TYPE,CARS,CARSDMG,CARSHZD,EVACUATE,DIVISION,STATION,MILEPOST,STATE,TEMP,VISIBLTY,WEATHER,TRNSPD,TYPSPD,TRNNBR,TRNDIR,TONS,TYPEQ,EQATT,TRKNAME,TRKCLAS,TRKDNSTY,TYPTRK,RRCAR1,CARNBR1,POSITON1,LOADED1,RRCAR2,CARNBR2,POSITON2,LOADED2,HEADEND1,MIDMAN1,MIDREM1,RMAN1,RREM1,HEADEND2,MIDMAN2,MIDREM2,RMAN2,RREM2,LOADF1,LOADP1,EMPTYF1,EMPTYP1,CABOOSE1,LOADF2,LOADP2,EMPTYF2,EMPTYP2,CABOOSE2,EQPDMG,TRKDMG,CAUSE,CAUSE2,CASKLDRR,CASINJRR,CASKLD,CASINJ,ACCAUSE,ACCTRK,ACCTRKCL,HIGHSPD,ACCDMG,DUMMY2,STCNTY,TOTINJ,DUMMY3,TOTKLD,ENGRS,FIREMEN,CONDUCTR,BRAKEMEN,ENGHR,ENGMIN,CDTRHR,CDTRMIN,JOINTCD,REGION,DUMMY4,TYPRR,DUMMY5,RRDIV,METHOD,NARRLEN,DUMMY6,YEAR4,RREMPKLD,RREMPINJ,PASSKLD,PASSINJ,OTHERKLD,OTHERINJ,COUNTY,CNTYCD,ALCOHOL,DRUG,DUMMY7,PASSTRN,SSB1,SSB2,NARR1,NARR2,NARR3,NARR4,NARR5,NARR6,NARR7,NARR8,NARR9,NARR10,NARR11,NARR12,NARR13,NARR14,NARR15,RCL,Latitude,Longitud,SIGNAL,MOPERA,ADJUNCT1,ADJUNCT2,ADJUNCT3,SUBDIV,
18,2,ATK,152873,18,2,CDOT,152148,18,2,ATK,152873,,,18,2,28,3,36,AM,9,0,0,0,0,,NEW HAVEN,74.5,9,35,4,1,0,,,,0,,,MAIN 2,4,,1,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M402,,0,0,0,1,M402,1,4,59,18276,,09C009,0,0,0,0,0,0,0,,,,,1,1,,6,,,,204,,2018,0,0,0,0,0,0,NEW HAVEN,9,,,,,CWR,,"CDOT TRAIN 9702, DEADHEAD EQUIPMENT, REPORTED STRIKING AN UNOCCUPIED VEHICLE LEFT ON # 2 TRACK AT MP","74.5. THERE WERE NO PASSENGERS ON BOARD AND NO INJURIES REPORTED. CDOTS EQUIPMENT DAMAGE IS $18,276",.72.,,,,,,,,,,,,,,41.308274,-72.927883,1,1,A,C,J,NEC,
18,9,FEC,D41091918,18,9,BLF,20180271,18,9,FEC,D41091918,,,18,9,19,6,54,AM,9,0,0,0,0,,HALLANDALE,349.9,12,75,1,1,0,,,2,0,,,EAST MAIN,4,2.45,1,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,M402,,0,0,0,0,M402,1,4,77,31497,,12C011,0,0,0,,,,,,,,,1,3,,2,,,,307,,2018,0,0,0,0,0,0,BROWARD,11,,,,,CWR,000-000-000,BLF 602 WAS HEADING SOUTH WHEN A VEHICLE WAS NOTICED ON THE TRACKS JUST SOUTH OF PEMBROKE ROAD.  THE,CREW SOUNDED THE HORN AND BELL BUT THE VEHICLE WAS STUCK ON THE TRACKS AND WAS STRUCK BY THE TRAIN.,THE DRIVER WAS ABLE TO EXIT THE VEHICLE BEFORE IMPACT AND AVOID INJURY.  BRIGHTLINE DAMAGES WERE $,"31,384",,,,,,,,,,,,,25.997253,-80.148382,1,1,B,Q,,SYSTEM,
18,2,FEC,X07021418,18,2,BLF,20180039,18,2,FEC,X07021418,,272510D,18,2,14,8,11,PM,7,0,0,0,0,,BOCA RATON,325.23,12,75,4,1,0,,,1,0,,,WEST MAIN,4,2.45,1,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,M303,,0,0,0,1,M303,1,4,22,20692,,12C099,0,0,0,,,,,,,,,2,3,,2,,,,244,,2018,0,0,0,0,0,0,PALM BEACH,99,,,,,CWR,000-000-000,A TRESPASSER STOPPED HIS VEHICLE ON THE CROSSING BETWEEN THE CLOSING GATES AS THE TRAIN APPROACHED.,HE EXITED HIS CAR SECONDS BEFORE THE TRAIN HIT HIS CAR AND THE CAR SPUN AROUND AND KNOCKED HIM TO T,"HE GROUND.  BRIGHTLINE DAMAGES WERE $20,532.",,,,,,,,,,,,,,26.340083,-80.089584,1,1,B,Q,,SYSTEM,
18,3,FEC,X10031018,18,3,BLF,20180064,18,3,FEC,X10031018,,272514F,18,3,10,8,5,PM,7,0,0,0,0,,DEERFIELD BEACH,327.95,12,75,4,3,0,,,1,0,,,WEST MAIN,4,2.45,1,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,M303,,0,0,0,0,M303,1,4,77,21012,,12C011,0,0,0,,,,,,,,,2,3,,2,,,,230,,2018,0,0,0,0,0,0,BROWARD,11,,,,,CWR,000-000-000,BLF 604 WAS HEADING NORTH WHEN THEY OBSERVED A VEHICLE STUCK ON THE TRACKS.  THEY PLACED THE TRAIN I,N EMERGENCY AND STRUCK THE VEHICLE AT 77 MPH.  THE OCCUPANTS EXITED THE VEHICLE PRIOR TO IMPACT.  BR,"IGHTLINE DAMAGES WERE $20,812.",,,,,,,,,,,,,,26.304833,-80.105029,1,1,B,Q,,SYSTEM,
18,4,CSX,176066,,,,,18,4,CSX,176066,,,18,4,29,3,12,PM,1,0,0,0,0,,JACKSONVILLE,642.7,12,78,2,1,2,R,Y154,1,0,7,Y,#1 MAIN,2,11.0,1,TTAX,653390,20,N,,,0,,5,0,0,0,0,0,0,0,0,0,135,0,41,0,0,0,0,1,0,0,111463,556,M405,,0,0,0,0,M405,1,2,2,112019,,12C031,0,0,0,1,0,1,0,7,57,7,57,1,3,,1,,,,477,,2018,0,0,0,0,0,0,DUVAL,31,,,,N,CWR,000-000-000,CREW PULLED TRAIN THROUGH C14 AND WAS GOING TO DROP THE BOTTOM OF THE TRAIN THERE.  AFTER TYING HAND,BRAKES THE CONDUCTOR CALLED FOR THE ENGINEER TO SHOVE ON THE PIN TO GET SLACK AND MAKE HIS CUT.  SH,ORTLY AFTER  THE TRAIN WENT INTO EMERGENCY AND THE CONDUCTOR STARTED WALKING THE TRAIN. DURING HIS I,NSPECTION HE FOUND THAT THE 20TH CAR IN HIS TRAIN HAD DERAILED (TTAX 653390). THE CAR WAS A 291? EMP,TY ARTICULATED SPINE CAR THAT WAS ON THE #1 MAIN LINE IN A 12.5 DEGREE CURVE.,,,,,,,,,,,0,30.332804,-81.683666,1,1,,,,JACKSONVILLE TERMINA,
18,10,SCXF,20181004,,,,,18,10,FEC,X27100418,,272257K,18,10,4,2,0,PM,7,0,0,0,0,,FT PIERCE,11.1,12,86,2,1,36,R,USSC,2,727,1,Y,SINGLE MAIN TRACK,3,2.45,1,USSC,504,1,N,,,0,,1,0,0,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,15000,0,M302,,1,0,1,0,M302,1,3,36,15225,,12C111,0,0,1,1,0,1,0,7,,7,,1,3,,3,,,,75,,2018,0,0,0,0,1,0,ST LUCIE,111,0,0,,N,OTH,000-000-000,TRUCK FAILED TO STOP AT CROSSING AND PULLED OUT IN FRONT OF ONCOMING TRAIN.,,,,,,,,,,,,,,,0,27.320232,-80.452725,2,4,,,,SYSTEM,
18,2,CSX,174832,,,,,18,2,CSX,174832,,,18,2,21,11,50,PM,1,0,0,0,0,,SELKIRK,15.0,36,41,4,2,5,E,Y396,3,0,7,Y,DRILL 1,X,0.0,2,INTX,2127,1,N,,,0,,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10369,44072,H522,,0,0,0,0,H522,2,X,5,54441,,36C001,0,0,0,1,0,1,0,1,20,1,20,1,1,,1,,,,100,,2018,0,0,0,0,0,0,ALBANY,1,0,0,,N,OTH,000-000-000,SINGLE EMPTY COVERED HOPPER INTX 2127 DERAILED ON DRILL 1 WHILE Y39621 WAS SHOVING OFF TO TRACK 359.,,,,,,,,,,,,,,,3,42.565903,-73.854184,2,5,,,,SELKIRK,
18,2,CSX,174872,,,,,18,2,CSX,174872,,,18,2,24,10,30,PM,1,0,0,0,0,,SELKIRK,15.0,36,35,4,1,8,E,Y297,3,0,7,Y,TRACK 10,1,0.0,2,USWX,40099,17,N,,,0,N,2,0,0,0,0,0,0,0,0,0,53,0,70,0,0,0,0,5,0,0,28579,43876,T111,,0,0,0,0,T111,2,1,8,72455,,36C001,0,0,0,1,0,1,0,7,30,7,30,1,1,,1,,,,72,,2018,0,0,0,0,0,0,ALBANY,1,0,0,,N,OTH,000-000-000,WHILE SHOVING OFF TO TRACK 10 IN NORTH DEPARTURE Y29724 DERAILED 5 CARS.,,,,,,,,,,,,,,,2,42.565903,-73.854184,2,5,,,,SELKIRK,
18,10,CSX,179431,,,,,18,10,CSX,179431,,,18,10,21,5,0,AM,12,0,0,0,0,,FEURA BUSH,15.0,36,44,4,1,13,E,,3,0,5,N,TRACK 062,1,0.0,2,CIGX,803090,1,N,,,0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33574,80,M407,,0,0,0,0,M407,2,1,19,33654,,36C001,0,0,0,0,0,0,0,,,,,3,1,,1,,,,84,,2018,0,0,0,0,0,0,ALBANY,1,0,0,,N,OTH,000-000-000,CIGX 803090 AND LEWX 2147 WERE DAMAGED DURING HUMP OPERATION.  :CONFIRMED OVER SPEED,,,,,,,,,,,,,,,0,42.565903,-73.854184,2,5,,,,SELKIRK,
18,6,UP,0618PR012,18,6,PRSQ,INDUSTRY,18,6,UP,0618PR012,,,18,6,6,3,45,PM,12,0,0,0,0,,JOLIET,1.54,17,65,2,1,0,E,,,12,6,N,YARD 316,2,,2,TTRX,653188,1,N,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,H601,,0,0,0,1,H601,2,2,14,109139,,17C197,0,0,0,0,0,0,0,,,,,3,4,,1,,,,519,,2018,0,0,0,0,0,0,WILL,197,,,,N,OTH,000-000-000,"TSS SWITCH CREW, ON UP MAINTAINED TRACK, WAS SHOVING INTO TRACK 316 WITH RAILCAR TTRX370865 WHEN THE",Y COLLIDED WITH THE SECURED CARS ON THE TRACK.  RAILCAR TTRX370865 WAS PUSHED INTO THE CARS ON TRACK,315 DAMAGING THE RAILCAR AND POSITIONING 1 PLATFORM SIDEWAYS OVER THE RAILCARS ON TRACK 315 AND BLO,CKING THE EAST ROADWAY EAST OF TRACK 315.  TSS CONDUCTOR WAS RIDING THE POINT WHEN HE JUMPED FROM TH,E RAILCAR PRIOR TO THE COLLISION.  TSS ENGINEER AND CONDUCTOR WERE BOTH TRANSPORTED TO HOSPITAL FOR,MEDICAL EVALUATION.,,,,,,,,,,0,41.479806,-88.102279,2,5,,,,JOLIET INTERMODAL TE,
18,6,UP,0618PR023,,,,,18,6,UP,0618PR023,,,18,6,19,11,35,AM,12,0,0,0,0,,ROCHELLE,76.0,17,80,2,2,0,E,,,52,5,N,YARD 401,1,,2,DTTB,744337,1,Y,,,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,H601,,0,0,0,0,H601,2,1,7,63656,,17C141,0,0,0,0,0,0,0,,,,,1,4,,1,,,,89,,2018,0,0,0,0,0,0,OGLE,141,0,0,,N,CWR,000-000-000,THE IG3G4-18 DAMAGED THE DTTX63285 WHILE SWITCHING DUE TO EXCESSIVE SPEED WHILE COUPLING.,,,,,,,,,,,,,,,0,41.915265,-89.087066,2,5,K,,,GENEVA SUB,
18,11,NS,131802,,,,,18,11,NS,131802,,,18,11,25,11,35,PM,1,0,0,0,0,,CINCINNATI,A000.0,39,48,4,3,7,R,175T,2,7530,1,Y,NE SWITCHING LEAD,1,0,2,BCOL,730787,80,Y,,,0,,3,0,0,0,0,0,0,0,0,0,41,0,62,0,0,2,0,4,0,0,14543,5035,T110,,0,0,0,0,T110,2,1,7,19578,,39C061,0,0,0,1,0,1,0,2,20,2,20,1,2,,1,,,,102,,2018,0,0,0,0,0,0,HAMILTON,61,,,,N,CWR,000-000-000,175T825 WAS PULLING TRAIN SOUTH ON THE NORTHEAST SWITCHING LEAD THROUGH TRACK CT25 WHEN THEY DERAILE,D.,,,,,,,,,,,,,,0,39.103864,-84.5396,2,5,K,,,LAKE,
18,8,ATK,154583,,,,,18,8,ATK,154583,,,18,8,2,11,50,PM,1,0,0,0,0,,WASHINGTON,136.2,11,86,4,1,12,R,20,1,0,2,Y,MAIN TRACK,1,,1,AMT,93,1,,AMT,93,1,,2,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,30364,8000,M405,E69L,0,0,0,0,M405,1,1,12,38364,,11C001,0,0,0,2,0,1,1,3,50,9,50,1,2,,6,,,,280,,2018,0,0,0,0,0,0,"WASHINGTON, DC",1,,,,Y,OTH,,WHILE TRAIN 20 OPERATING WITH LOCOMOTIVES E/93-E/28 AND 9 CARS WAS ROUTED NORTH IN THE NORTHBOUND TU,NNEL TO NO.26 TRACK AT A-INTERLOCKING THE LEAD ENGINE 93 DERAILED DUE TO WHEEL CLIMB CAUSED BY THE C,"OMBINATION OF THE DRIVING LATERAL FORCE, WHEEL PROFILE, AND THE TRACK ALIGNMENT.",,,,,,,,,,,,,0,38.8973,-77.0063,1,1,G,,,SOSS,
18,12,NS,132234,,,,,18,12,NS,132234,,,18,12,30,6,30,PM,1,0,0,0,0,,TOLEDO,CD289.,39,32,3,1,5,E,B54B,3,0,7,Y,DETROIT YARD LEAD,1,0,2,NS,210448,1,N,,,0,,1,0,0,0,0,0,0,0,0,0,25,0,10,0,0,0,0,5,0,0,21010,3547,H020,,0,0,0,0,H020,2,1,5,24557,,39C095,0,0,0,0,0,1,0,,,3,30,1,2,,1,,,,158,,2018,0,0,0,0,0,0,LUCAS,95,0,0,,N,OTH,000-000-000,"B54 SWITCHING CARS IN DETROIT YARD DERAILED NS 210448, NS 210507, NW 169631, CR628469 AND FGSX 51206",4 ACCOUNT OF CREW FAILING TO ENSURE EQUIPMENT WAS SECURED.,,,,,,,,,,,,,,0,41.638049,-83.554031,2,5,K,,,DEARBORN,
18,4,BRC,14089,,,,,18,4,BRC,14089,,,18,4,7,6,0,PM,1,0,0,0,0,,BEDFORD PARK,9,17,32,4,1,5,E,1559,4,13500,7,Y,15 WREC,1,,2,GPFX,11696,29,N,GATX,201783,35,N,1,0,0,0,0,0,0,0,0,0,60,0,64,0,0,6,0,9,0,0,191524,19096,E30C,,0,0,0,0,E30C,2,1,5,210620,,17C031,0,0,0,1,0,1,0,2,,2,,1,4,,3,,,,262,,2018,0,0,0,0,0,0,COOK,31,0,0,,N,CWR,000-000-000,AT 1800 HOURS THE 1559WH WAS IN THE PROCESS OF PULLING EAST RECEIVING TRACK 1 AND 2 ONTO WEST RECEIV,ING TRACK 15.  WHILE PULLING THE TRAIN BACK ON 15WREC THE CUT SEPARATED BETWEEN THE 35TH & 36TH HEAD,CARS DUE TO A BROKEN KNUCKLE CAUSING MULTIPLE CARS TO DERAIL.,,,,,,,,,,,,,1,41.6005,-87.47171,2,5,K,,,SYSTEM,
18,11,ATK,156483,,,,,18,11,ATK,156483,,,18,11,25,7,8,AM,13,0,0,0,0,,NEW YORK -QUEENS,3.7,36,50,1,2,30,E,150,3,0,2,Y,MAIN LINE 2,4,,1,AMT,603,1,,,,0,,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,13396,13769,T404,,0,0,0,0,T404,1,4,30,27165,,36C081,0,0,0,1,0,1,1,,58,,58,1,1,,6,,,,136,,2018,0,0,0,0,0,0,QUEENS,81,,,,Y,CWR,,PANTOGRAPH/CATENARY: TRAIN 150(25) WITH E/603 AND 9 CARS WITH 441 PASSENGERS ON BOARD STRUCK A HANGI,NG INSULATOR AT HAROLD INTERLOCKING.,,,,,,,,,,,,,,0,41.031248,-73.592824,1,1,G,J,,NEC,
18,2,UP,0218PD019,,,,,18,2,UP,0218PD019,,,18,2,17,11,15,PM,1,4,0,0,0,,BLISS,357.39,16,34,4,2,15,R,MCON,3,14969,1,Y,MAIN LINE 2,3,47.2,1,ARMN,762063,12,Y,ARMN,762063,12,Y,3,0,2,0,0,0,0,0,0,0,118,0,34,0,0,2,0,0,0,0,7743,11398,E21C,,0,0,0,0,E21C,1,3,15,19141,,16C047,0,0,0,1,0,1,0,4,30,4,30,1,8,,1,,,,758,,2018,0,0,0,0,0,0,GOODING,47,,,,N,CWR,000-000-000,"MCONP-14 TRAVELING EASTBOUND ON MT2 AT TICESKA, EXPERIENCED A SURGE IN SPEED FOLLOWED BY UDE.  UPON","WALKING THE TRAIN, CREW FOUND A SEPARATION IN THEIR TRAIN BEHIND LINE 11 FROM THE HEAD END.  ALSO CA",RS 12 AND 13 WERE DERAILED UPRIGHT.  THE LEADING DRAWBAR ON CAR ARMN762063 HAD BROKEN AND PULLED OUT,"OF THE CAR.  THE DRAWBAR APPEARS TO HAVE DROPPED FREE, THEN BOUNCED, WEDGING BETWEEN THE TIES AND T","HE A END OF ARMN762063, DAMAGING THE A END OF THIS CAR.  THE DRAWBAR THEN APPEARS TO HAVE BEEN CAUGH","T UNDER THE WHEELS OF THIS AND THE 
 CAR CAUSING BOTH TO DERAIL.  LOCOMOTIVE DOWNLOADS REVEAL THE L",EAD AND REMOTE CONSISTS WERE BOTH IN THROTTLE 8 FOR ABOUT 9 MILES PRIOR TO THE INCIDENT.  NO SPIKES,"OR DROPS IN AMPERAGE, NO AIR BRAKES SET IMMEDIATELY PRIOR.",,,,,,,,0,42.924864,-115.0833,1,1,J,Q,,NAMPA SUB,
18,3,UP,0318UT012,,,,,18,3,UP,0318UT012,,,18,3,14,4,50,PM,1,0,0,0,0,,AMERICAN FALLS,238.2,16,32,2,6,4,R,LCF3,4,3439,1,Y,INDUSTRY 766,1,,4,CMO,100190,14,Y,,,0,,2,0,0,0,0,0,0,0,0,0,9,0,8,0,0,4,0,0,0,0,1725,28932,T206,,0,0,0,0,T206,4,1,4,30657,,16C077,0,0,0,1,0,1,2,9,50,9,50,1,8,,1,,,,209,,2018,0,0,0,0,0,0,POWER,77,,,,N,OTH,000-000-000,THE LCF39-14 SHOVED 17 HOPPER CARS WEST ON TRACK #766.  THE ENGINEER SAW A PUFF OF SMOKE OVER THE CA,"RS HE WAS SHOVING AND CAME TO A STOP.  CREW FOUND 4 CARS 
, ALL UPRIGHT, AND THE NORTH RAIL HAD ROL",LED OVER.,,,,,,,,,,,,,0,42.793668,-112.853433,2,5,K,,,NAMPA SUB,
18,3,UP,0318UT017,,,,,18,3,UP,0318UT017,,,18,3,15,9,20,PM,1,20,0,0,0,,POCATELLO,214.21,16,30,4,1,3,E,YPC2,3,5488,7,Y,YARD 003,1,,2,NAHX,508379,47,N,,,0,,2,0,0,0,0,0,0,0,0,0,36,0,27,0,0,0,0,1,0,0,7517,4776,M404,,0,0,0,0,M404,2,1,3,12293,,16C005,0,0,0,2,0,0,0,5,50,,,1,8,,1,,,,195,,2018,0,0,0,0,0,0,BANNOCK,5,0,0,,N,OTH,000-000-000,"WHILE SHOVING EAST INTO TRACK #203, THE YPC21R-15 DERAILED THE A-END OF THE NAHX508379.  IT WAS DETE","RMINED A BRAKE SHOE OFF A RAIL CAR OBSTRUCTED THE FLANGE WAY AT A FROG, CAUSING THE DERAILMENT.",,,,,,,,,,,,,,3,42.86627,-112.452548,2,5,,,,POCATELLO SUB,
18,10,ATK,155802,,,,,18,10,ATK,155802,,,18,10,11,4,0,PM,1,0,0,0,0,,WILMINGTON,25.0,10,80,2,2,2,R,GP15,2,0,8,Y,TRACK #2,1,,2,AMT,574,1,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37460,0,H099,,0,0,0,0,H099,2,1,2,37460,,10C003,0,0,0,1,0,0,0,6,,,,1,2,,6,,,,440,,2018,0,0,0,0,0,0,NEW CASTLE,3,,,,N,OTH,,A GP15 WORK TRAIN LOCOMOTIVE E/574 WAS BEING OPERATED SOUTH OUT OF THE BUILDING ON #2 TRACK.  THE OP,ERTOR STATED THAT HE ATTEMPTED A BRAKE TEST AND THE BRAKES FAILED.  THE LOCOMOTIVE SUBSEQUENTLY OPER,ATED OVER A DERAIL IN THE DERAILING POSITION.  THE NUMBER FOUR COMBO WENT ON THE GROUND.  THE CAUSE,OF DERAILMENT FAILURE TO PERFORM PROPER BRAKE TEST PRIOR TO MOVEMENT AND FAILURE TO STOP SHORT OF DE,RAIL.  THERE WERE NO INJURIES TO REPORT.,,,,,,,,,,,0,39.747569,-75.534009,2,5,L,,,NEC,
18,2,CSX,174514,,,,,18,2,CSX,174514,,,18,2,5,11,15,AM,13,21,0,0,0,,UTICA,239.0,36,19,2,2,50,E,L620,4,11345,1,Y,#1 MAIN,4,100.2,1,NS,9629,1,N,NS,9629,1,N,5,0,0,0,0,0,0,0,0,0,69,0,85,0,0,0,0,0,0,0,23000,50,E72L,,0,0,0,0,E72L,1,4,50,23050,,36C065,0,0,0,1,0,1,0,5,10,5,10,1,1,,1,,,,82,,2018,0,0,0,0,0,0,ONEIDA,65,,,,N,CWR,000-000-000,ENGINE NS 9629 CAUGHT FIRE IN UTICA ENROUTE TO SYRACUSE.  NO INJURIES TO THE CREW.,,,,,,,,,,,,,,,0,43.110435,-75.25073,1,1,,,,MOHAWK,
18,9,CSX,179025,,,,,18,9,CSX,179025,,,18,9,29,2,13,AM,12,0,0,0,0,,JACKSONVILLE,631.0,12,80,4,1,4,E,M747,1,40,1,Y,SSA INSUSTRY,1,0.0,4,TTGX,989088,2,N,,,0,,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,15650,97,H996,,0,0,0,0,H996,4,1,4,15747,,12C031,0,0,0,1,0,1,0,9,13,9,13,1,3,,1,,,,94,,2018,0,0,0,0,0,0,DUVAL,31,,,,N,OTH,000-000-000,"M74728 HOLDING ON TO AUTO RACKS WHILE PLACING BOX CAR AT SSA MARINE, STRUCK ROOF OF STRUCTURE.",,,,,,,,,,,,,,,0,30.430058,-81.554907,2,5,,,,KINGSLAND,
18,5,CSX,178050,18,5,RSOR,RSO218818,18,5,CSX,178050,,,18,5,31,2,20,PM,11,0,0,0,0,,SAVANNAH,500.5,13,84,2,2,0,E,,1,0,,,SINGLE MAIN TRACK,4,5.8,1,,,0,N,,,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,E74L,,0,0,0,0,E74L,1,5,15,15097,,13C051,0,0,0,0,0,0,0,,,,,1,3,,1,,,,153,,2018,0,0,0,0,0,0,CHATHAM,51,,,,N,CWR,000-000-000,GC 1706 HAD ELECTRICAL FIRE IN BACK CABINET. THIS CAUSED DAMAGE TO THE WIRING FOR THE TRANSITION AND,CHARGING CIRCUIT. FOREIGN DAMAGE ESTIMATES IS 15000.,,,,,,,,,,,,,,,32.069581,-81.147804,1,1,,,,SAVANNAH,
18,12,BLF,20180420,,,,,18,12,FEC,D54122618,,,18,12,26,8,42,PM,9,0,0,0,0,,FORT LAUDERDALE,MP 341,12,70,4,1,40,E,BLF6,1,0,2,Y,EAST MAIN,4,2.45,1,BLF,605,1,N,,,0,,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,22332,0,M402,,0,2,0,2,M402,1,4,40,22455,,12C011,2,0,0,1,0,1,0,8,,8,,2,3,,,,,,205,,2018,0,0,0,0,0,2,BROWARD,11,,,,Y,CWR,000-000-000,BLF #605 TRAVELING NORTH ON THE EAST RAIL STRUCK A VEHICLE THAT ATTEMPTED TO CROSS THE TRACKS  RESUL,TING IN CRITICAL INJURIES TO BOTH DRIVER AND PASSENGER  AND WERE TRANSPORTED TO BROWARD GENERAL HOSP,ITAL.,,,,,,,,,,,,,0,26.11316,-80.145216,1,1,B,Q,,SYSTEM,
18,10,CSX,179290,,,,,18,10,CSX,179290,,507338P,18,10,12,3,10,PM,7,0,0,0,0,,PORT BYRON,315.4,36,50,2,1,46,R,Q263,4,3477,1,Y,#1 MAIN,4,62.4,1,CSXT,5338,1,N,,,0,,2,0,0,0,0,1,0,0,0,0,0,0,67,0,0,0,0,8,0,0,56311,9136,M302,,0,0,0,0,M302,1,4,46,65447,,36C011,0,0,0,1,0,1,0,4,55,4,55,1,1,,1,,,,159,,2018,0,0,0,0,0,0,CAYUGA,11,,,,N,CWR,000-000-000,Q26312 STRUCK A SEMI-TRUCK HAULING A LOWBOY TRAILER THAT WAS STUCK ON THE NORTH MAIN STREET ROAD CRO,SSING CAUSING THE 2ND LOCOMOTIVE AND HEAD 8 CARS TO DERAIL.,,,,,,,,,,,,,,0,43.052472,-76.623269,1,1,,,,ROCHESTER,
18,1,CSX,174398,,,,,18,1,CSX,174398,,,18,1,30,11,32,PM,1,0,0,0,0,,LAKELAND,852.8,12,42,4,1,8,R,O719,2,200,1,Y,CH SPUR,X,0.0,4,UTLX,641183,1,Y,,,0,,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,30431,210,H307,,0,0,0,0,H307,4,X,8,30641,,12C105,0,0,0,1,0,1,0,4,2,4,2,1,3,,1,,,,49,,2018,0,0,0,0,0,0,POLK,105,,,,N,OTH,000-000-000,EMPLOYEE SHOVED OVER ENGINEERING PORTABLE DERAIL.,,,,,,,,,,,,,,,0,28.034972,-81.936568,2,5,,,,CARTERS,
18,10,FEC,X27100418,18,10,SCXF,20181004,18,10,FEC,X27100418,,272257K,18,10,4,2,0,PM,7,0,0,0,0,,FT PIERCE,K11.1,12,86,2,1,0,,,2,0,,,SINGLE MAIN,3,2.45,1,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,M302,,0,0,1,0,M302,1,3,36,15225,,12C111,0,0,0,,,,,,,,,2,3,,2,,,,118,,2018,0,0,0,0,0,0,ST LUCIE,111,,,,,CWR,000-000-000,DUMP TRUCK FAILED TO STOP AT CROSSING AND PULLED OUT ONTO TRACK IN FRONT OF ONCOMING TRAIN.  SCFE DA,"MAGES WERE 15,000.",,,,,,,,,,,,,,,27.320232,-80.452725,2,4,,,,SYSTEM,
18,9,FEC,X29092518,18,9,BLF,20180282,18,9,FEC,X29092518,,272589E,18,9,25,6,55,PM,7,0,0,0,0,,HOLLYWOOD,349.29,12,80,3,1,0,,,2,0,,,WEST MAIN,4,2.45,1,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,M308,,0,0,0,0,M308,1,4,27,14731,,12C011,0,0,0,,,,,,,,,1,3,,2,,,,250,,2018,0,0,0,0,0,0,BROWARD,11,,,,,CWR,000-000-000,BLF 60525 WAS HEADING SOUTH WHEN IT OBSERVED A VEHICLE ON THE CROSSING AT WASHINGTON STREET.  THE VE,HICLE WAS STRUCK AT APPROXIMATELY 27 MPH.  THE VEHICLE THEN FLED THE SCENE BEFORE ANY INFORMATION CO,"ULD BE GATHERED.  BRIGHTLINE DAMAGES WERE $14,348.",,,,,,,,,,,,,,26.003954,-80.148792,1,1,B,Q,,SYSTEM,
