AMTRAK,IYR,IMO,RAILROAD,INCDTNO,IYR2,IMO2,RR2,INCDTNO2,IYR3,IMO3,RR3,INCDTNO3,DUMMY1,CASINJRR,GXID,YEAR,MONTH,DAY,TIMEHR,TIMEMIN,AMPM,STATION,COUNTY,STATE,REGION,DUMMY2,CITY,HIGHWAY,VEHSPD,TYPVEH,VEHDIR,POSITION,RREQUIP,RRCAR,TYPACC,HAZARD,TEMP,VISIBLTY,WEATHER,TYPEQ,TYPTRK,TRKNAME,TRKCLAS,NBRLOCOS,NBRCARS,TRNSPD,TYPSPD,TRNDIR,SIGNAL,LOCWARN,WARNSIG,LIGHTS,STANDVEH,TRAIN2,MOTORIST,VIEW,VEHDMG,DRIVER,INVEH,TOTKLD,TOTINJ,TOTOCC,INCDRPT,JOINTCD,TYPRR,DUMMY3,CASKLDRR,DUMMY4,CROSSING,NARRLEN,DUMMY5,YEAR4,DIVISION,PUBLIC,CNTYCD,STCNTY,HZMRLSED,HZMNAME,HZMQNTY,HZMMEAS,SIGWARNX,WHISBAN,DRIVAGE,DRIVGEN,PLEONTRN,SSB1,SSB2,USERKLD,USERINJ,RREMPKLD,RREMPINJ,PASSKLD,PASSINJ,NARR1,NARR2,NARR3,NARR4,NARR5,SUBDIV,ROADCOND,VIDEOT,VIDEOU,
,14,11,BNSF,SF1114200,,,    ,          ,14,11,BNSF,SF1114200,,0,667290E,14,11,14,7,40,PM,NEW ALBANY          ,UNION               ,28,3,,                    ,CR 67,0,C,4,2,1,1,1,4,37,3,1,1,1,SINGLE MAIN         ,4,5,135,40,R,2,1,1, ,2,2,2,5,8,5000,3,2,0,0,0,1,1,1,,0,  ,103,22,,2014,                    ,Y,145,28C145,4,,,, , ,58,1,2,                    ,                    ,0,0,0,0,0,0,41: UNOCCUPIED VEHICLE,,,,,BIRMINGHAM          ,A,1,2,
,14,11,MSE ,1402XING,,,    ,          ,14,11,MSE ,1402XING,,0,854944A,14,11,18,12,53,PM,EVANSTON            ,JACKSON             ,28,3,,                    ,TANNER WILIAMS RD.  ,35,B,4,3,1,1,1,4,46,2,1,1,1,MAIN LINE           ,3,1,1,30,R,2, ,1,2,2,2,2,3,8,3500,3,1,0,0,1,2,1,3,,0,  ,7,290,,2014,                    ,Y,59,28C059,4,,,, , ,20,1,2,                    ,                    ,0,0,0,0,0,0,ENGINEER WAS APPROACHING TANNER WILLIAMS RD. BLOWING WHISLTE AND BELLS RINGING.  ENGINEER NOTICED TH,"AT A CAR WAS APPROACHING CROSSING AND NOT SLOWING DOWN, THEN SLOWED DOWN BUT DID NOT COME TO COMPLET",E STOP AS HE ENTERED CROSSING.  ENGINEER PUT LOCOMOTIVE IN EMERGENCY JUST PRIOR TO IMPACT.,,,SYSTEM              ,A,2,2,
,14,9,BNSF,SF0914201,,,    ,          ,14,9,BNSF,SF0914201,,0,664496U,14,9,3,1,35,PM,BYHALIA             ,MARSHALL            ,28,3,,                    ,EDWARDS RD          ,6,C,1,3,2,1,1,4,93,2,1,1,1,SINGLE MAIN         ,4,2,98,43,E,2,1,1, ,2,2,2,3,8,1000,3,1,0,0,1,2,1,1,,0,  ,307,0,,2014,                    ,Y,93,28C093,4,,,, , ,53,1,2,                    ,                    ,0,0,0,0,0,0,,,,,,BIRMINGHAM          ,A,2,2,
,14,10,IC  ,828840,,,    ,          ,14,10,NS  ,XXX       ,,1,725596U,14,10,9,1,4,AM,HATTIESBURG         ,FORREST             ,28,3,,                    ,MAIN STREET         ,35,A,4,3,2,0,2,2,72,4,4,1,2,#7 LEAD,1,1,37,5,E,1, ,1,2,1,2,2,3,8,12000,2,1,0,1,1,2,1,6,,0,  ,7,248,,2014,                    ,Y,35,28C035,4,,,, , ,33,2,2,                    ,                    ,0,1,0,0,0,0,VEHICLE FAILED TO YIELD FOR THE TRAIN THAT WAS SHOVING OVER THE YARD TRACK CROSSING AT MAIN STREET A,ND STRUCK THE TRAIN. IT IS UNKNOWN WHERE IN THE TRAIN THE CAR. CROSSING THAT THE TRAIN WAS OCCUPYING, AT THE TIME WAS PROTECTED WITH CROSSBUCKS ONLY.,,,NO&NE               ,A,2,2,
,14,10,IC  ,830310,,,    ,          ,14,10,IC  ,830310,,1,300624U,14,10,22,2,0,PM,LAMBERT             ,QUITMAN             ,28,3,,                    ,SCHIELIEVELE RD     ,0,C,3,1,1,1,1,2,63,2,1,1,1,SINGLE MAIN         ,4,2,84,30,R,1, ,1,2,1,2,2,5,8,40000,2,1,0,1,1,1,1,6,,0,  ,7,137,,2014,                    ,Y,119,28C119,4,,,, , ,59,1,2,                    ,                    ,0,1,0,0,0,0,SEMI-TRUCK WAS STALLED ON THE SCHIELIEVELE ROAD CROSSING WHEN THE ONCOMING TRAIN STRUCK IT. DRIVER W,AS TRANSPORTED TO THE LOCAL HOSPITAL.,,,,YAZOO               ,A,1,1,
K,14,12,ATK ,135482,,,    ,          ,14,12,IC  ,834788,,1,300886B,14,12,9,6,10,PM,JACKSON             ,HINDS               ,28,3,,                    ,JOE COKER RD        ,25,E,3,3,1,1,1,4,46,4,1,2,1,SINGLE MAIN TRACK   ,4,1,7,68,R,1,1,1,2,2,2,2,1,8,8000,2,1,0,1,1,1,1,6,,0,  ,1030607,228,,2014,                    ,Y,49,28C049,4,,,, , ,53,1,84,                    ,                    ,0,1,0,0,0,0,TRAIN 58 OPERATING WITH LOCOMOTIVE E/84 AND 7 CARS STRUCK AN OCCUPIED VEHICLE AT MP 206.43 JOE COKER,"RD CROSSING.  THE IMPACT CAUSED DAMAGE TO THE SIGNALS.  CNICS M/W DAMAGE IS $17,739.00.  AMTRAKS EQ","UIPMENT DAMAGE IS $2,700.00.",,,YAZOO               ,A,2,2,
,14,8,BNSF,TC0814202,,,    ,          ,14,8,BNSF,TC0814202,,0,097913L,14,8,14,1,56,AM,PIPESTONE           ,PIPESTONE           ,27,4,,PIPESTONE           ,5TH ST SE,0,E,3,2,1,1,1,4,60,4,1,1,1,SINGLE MAIN         ,4,3,115,39,R,2,1,1, ,1,2,2,5,8,2000,3,2,0,0,0,2,1,1,,0,  ,103,38,,2014,                    ,Y,117,27C117,4,,,, , ,  ,1,2,                    ,                    ,0,0,0,0,0,0,DRIVER AGE UNKNOWN  41: PRECEDED GATES,,,,,MARSHALL            ,A,1,2,
,14,1,NS  ,108471,,,    ,          ,14,1,NS  ,108471,,1,483753N,14,1,8,3,30,PM,MOBERLY             ,CHARITON            ,29,6,,N/A                 ,COUNTY              ,10,B,1,3,1,1,2,4,25,2,1,1,1,SINGLE MAIN TRACK   ,4,4,43,50,E,3, ,1,2,2,2,2,3,8,30000,2,1,0,1,1,2,1,1,,0,  ,7,87,,2014,                    ,Y,41,29C041,4,,,, , ,50,1,2,                    ,                    ,0,1,0,0,0,0,NS TRAIN 278D308 WAS STRUCK ON THE SOUTH SIDE OF LEAD ENGINE NS 2644 BY A HIGHWAY-USER.,,,,,ILLINOIS            ,C,2,2,
K,14,3,ATK ,132103,,,    ,          ,14,3,UP  ,0314SL017,,0,442760L,14,3,19,12,42,PM,WASHINGTON          ,FRANKLIN            ,29,6,,                    ,CO RD               ,5,J,1,3,1,1,1,4,45,2,1,2,1,MAIN 2,4,1,4,70,R,3, ,1,2,2,2,1,3,8,30000,3,1,0,0,1,1,1,6,,0,  ,7,115,,2014,                    ,Y,71,29C071,4,,,, , ,57,1,154,                    ,                    ,0,0,0,0,0,0,"TRAIN 314 OPERATING WITH LOCOMOTIVE E/68 AND 4 CARS STRUCK A FARM TRACTOR AT MP58.50, ST. JOHNS ISLA",ND RD CROSSING.,,,,JEFFERSON CITY      ,A,1,2,
,14,3,MNA ,MNA535614G,,,    ,          ,14,3,MNA ,MNA535614G,,0,435022D,14,3,28,1,0,PM,BRANSON             ,TANEY               ,29,6,,HOLLISTER           ,ESPLANDE            ,0,D,3,2,1,1,1,4,48,2,1,2,1,MAINLINE            ,2,2,6,24,R,1, ,1, ,2,2,2,4,8,7000,3,1,0,0,1,2,1,3,,0,  ,7,0,,2014,                    ,Y,213,29C213,4,,,, , ,80,1,161,                    ,                    ,0,0,0,0,0,0,,,,,,AURORA              ,A,2,2,
,14,4,BNSF,CH0414200,,,    ,          ,14,4,BNSF,CH0414200,,0,005022S,14,4,1,9,55,AM,WYACONDA            ,CLARK               ,29,6,,                    ,CO RD               ,5,D,1,3,1,1,1,4,35,2,1,1,1,MAIN 1 TRACK,5,5,109,54,R,4, ,1,2,2,2,2,3,8,2000,3,1,0,0,1,2,1,1,,0,  ,7,18,,2014,                    ,Y,45,29C045,4,,,, , ,  ,1,2,                    ,                    ,0,0,0,0,0,0,DRIVER AGE UNKNOWN,,,,,MARCELINE           ,A,1,2,
,14,11,GRYR,GRYR111214,,,    ,          ,14,11,GRYR,GRYR111214,,0,309188N,14,11,12,3,55,PM,GRENADA             ,GRENADA             ,28,3,,GRENADA             ,PEPPERMILL ROAD     ,15,D,4,3,4,1,2,4,60,2,1,A,1,MAIN                ,2,0,1,5,E,1,7,1,2,3,2,2,3,8,0,3,1,0,0,1,2,1,3,,0,  ,1030607,90,,2014,                    ,Y,43,28C043,4,,,,A, ,40,1,1,                    ,                    ,0,0,0,0,0,0,TRACK INSPECTOR WAS PUTTING HI-RAIL TRUCK ON AT CROSSING AND WAS STRUCK BY HIGHWAY TRAFFIC,,,,,GRENADA             ,A,2,2,
,14,12,CSX ,138405,,,    ,          ,14,12,CSX ,138405,,1,340183H,14,12,4,10,16,PM,BILOXI              ,HARRISON            ,28,3,,BILOXI              ,NIXON ST.           ,10,D,2,3,1,1,1,2,60,4,1,1,1,SINGLE MAIN         ,3,3,21,44,R,1, ,1,2,2,2,2,3,8,3700,2,1,0,1,1,2,1,1,,0,  ,807,96,,2014,                    ,Y,47,28C047,4,,,, , ,63,1,2,                    ,                    ,0,1,0,0,0,0,THE DRIVER OF A 2011 FORD F150 PICKUP TRUCK FAILED TO STOP AT CROSSING AND WAS STRUCK BY Q18004.,,,,,NO & M              ,A,1,1,
K,14,6,ATK ,133353,,,    ,          ,,,NS  ,          ,,2,725562A,14,6,27,10,5,AM,LAUREL              ,JONES               ,28,3,,LAUREL              ,HARTFORD ST         ,35,A,4,3,1,1,1,4,78,2,1,2,1,MAIN 1,5,2,9,44,R,1,1,1,2,2,2,2,1,8,4000,2,1,0,2,2,2,1,6,,0,  ,1030607,122,,2014,                    ,Y,67,28C067,4,,,, , ,76,1,108,                    ,                    ,0,2,0,0,0,0,"TRAIN 20 OPERATING WITH LOCOMOTIVES E/177-E/112 AND 9 CARS STRUCK AN OCCUPIED AUTOMOBILE AT MP57.20,", HARTFORD ST CROSSING.,,,,NO&NE               ,A,1,2,
,14,2,KCS ,14022702,,,    ,          ,14,2,KCS ,14022702,,0,305087N,14,2,27,8,0,PM,FOREST              ,SCOTT               ,28,3,,FOREST              ,1ST AVENUE,,K,2,3,1,1,1,2,40,4,1,1,1,SINGLE MAIN TRACK   ,4,3,31,56,E,3,1,1,2,2, ,2,1,8,, , ,1,0,0,2,1,1,,1,  ,103060807,147,,2014,                    ,Y,123,28C123,4,,,, , ,71,1,3,                    ,                    ,1,0,0,0,0,0,"TRAIN STRUCK A PEDESTRIAN AT FIRST AVENUE CROSSING IN FOREST, MS ON THE MERIDIAN SUBDIVISION. COLLIS",ION RESULTED IN THE FATALITY OF THE PEDESTRIAN.,,,,MERIDIAN            ,A,1,2,
,14,6,NS  ,110936,,,    ,          ,14,6,NS  ,110936,,0,732001D,14,6,17,2,40,PM,OLDHAM              ,TISHOMINGO          ,28,3,,N/A                 ,CR-255,45,B,2,3,4,1,2,4,90,2,1,A,1,SINGLE MAIN TRACK   ,4,0,1,5,E,4,1,1,2,2,2,2,3,8,1000,3,1,0,0,1,2,1,1,,0,  ,1030607,71,,2014,                    ,Y,141,28C141,4,,,, , ,16,1,2,                    ,                    ,0,0,0,0,0,0,PRIVATE VEHICLE STRUCK AN NS HI-RAIL 206603 IN THE PASSENGER SIDE DOOR.,,,,,ALABAMA             ,A,2,2,
,14,6,IC  ,817345,,,    ,          ,14,6,IC  ,817345,,1,305421G,14,6,21,3,0,PM,MENDENHALL          ,SIMPSON             ,28,3,,                    ,TEAPOT RD           ,5,A,3,3,1,1,1,4,80,2,3,4,1,SINGLE MAIN         ,4,1,2,47,R,1, ,1,2,2,2,2,3,8,15000,2,1,0,1,1,2,1,6,,0,  ,7,107,,2014,                    ,Y,127,28C127,4,,,, , ,50,1,4,                    ,                    ,0,1,0,0,0,0,MOTORIST FAILED TO YIELD TO THE TRAIN AT THE TEAPOT ROAD CROSSING.  DRIVER WAS TRANSPORTED TO THE HO,SPITAL.,,,,BEAUMONT            ,B,2,2,
,14,8,BNSF,SF0814201,,,    ,          ,14,8,BNSF,SF0814201,,0,667285H,14,8,6,4,50,AM,MYRTLE              ,UNION               ,28,3,,MYRTLE              ,GRAHAM AVE          ,0,J,4,1,1,1,1,2,78,1,1,1,1,SINGLE MAIN         ,4,2,50,51,E,2,1,1, ,2,2,2,4,8,1000,1,1,1,0,1,2,1,1,,1,  ,306,0,,2014,                    ,Y,145,28C145,4,,,, , ,50,2,2,                    ,                    ,1,0,0,0,0,0,,,,,,BIRMINGHAM          ,A,1,2,
,14,1,KCS ,14013102,,,    ,          ,14,1,KCS ,14013102,,0,305089C,14,1,31,11,41,AM,FOREST              ,SCOTT               ,28,3,,FOREST              ,"MS 501, MAIN",,A,2,5,1,1,1,4,50,2,1,1,1,SINGLE MAIN TRACK   ,3,2,12,10,E,3,1,1,2,2,2,2,1,8,7500,3,1,0,0,1,2,1,1,,0,  ,102030607,157,,2014,                    ,Y,123,28C123,4,,,, , ,53,2,3,                    ,                    ,0,0,0,0,0,0,"TRAIN STRUCK A VEHICLE THAT DROVE AROUND THE GATES, VEHICLE THEN TRIED TO BACK UP AND WAS STUCK BY T",HE GATE SHE HAD DROVE AROUND ON THE MERIDIAN SUBDIVISION.,,,,MERIDIAN            ,A,1,2,
,14,4,IC  ,810102,,,    ,          ,14,4,IC  ,810102,,1,305437D,14,4,9,6,45,PM,STAR                ,RANKIN              ,28,3,,                    ,ANDREW JACKSON CIR  ,3,C,3,3,1,1,1,1,50,3,1,1,1,SINGLE MAIN         ,4,3,117,34,R,1, ,1,2,2,2,2,3,8,200000,2,1,0,1,1,1,1,6,,0,  ,807,225,,2014,                    ,Y,121,28C121,1,CARBON DIOXIDE,390,LBS , , ,47,1,2,                    ,                    ,0,1,0,0,0,0,DRIVER OF SEMI-TRUCK FAILED TO STOP AT THE ANDREW JACKSON CIR. CROSSING AND WAS STRUCK BY THE APPROA,CHING TRAIN.  TRUCK WAS A LOAD OF CARBON DIOXIDE THAT SPILLED ITS CONTENTS.  DRIVER WAS TRANSPORTED ,TO HOSPITAL FOR INJURIES.,,,BEAUMONT            ,A,1,1,
,14,4,NS  ,109877,,,    ,          ,14,4,NS  ,109877,,0,725607E,14,4,1,6,28,AM,HATTIESBURG         ,FORREST             ,28,3,,HATTIESBURG         ,MOBILE              ,10,B,4,3,1,1,2,4,59,1,3,1,2,SOUTH LEAD          ,1,2,2,7,E,2,1,1,2,2,2,2,1,8,1000,3,1,0,0,1,2,1,1,,0,  ,10203060807,89,,2014,                    ,Y,35,28C035,4,,,, , ,60,1,3,                    ,                    ,0,0,0,0,0,0,HWY-USER FAILED TO YIELD AT A HWY-GRADE CROSSING AND STRUCK THE SIDE OF NS TRAIN A47A801.,,,,,ALABAMA             ,B,2,2,
,14,4,NS  ,110018,,,    ,          ,14,4,NS  ,110018,,0,732034R,14,4,13,7,35,PM,CORINTH             ,ALCORN              ,28,3,,CORINTH             ,S PARKWAY           ,0,A,2,2,1,1,1,2,76,3,1,1,1,SINGLE MAIN TRACK   ,4,2,127,41,R,4,1,1,1,2,2,2,4,8,500,3,2,0,0,0,2,1,1,,0,  ,1030607,96,,2014,                    ,Y,3,28C003,4,,,, , ,39,2,2,                    ,                    ,0,0,0,0,0,0,HWY-USER STOPPED ON CROSSING; GATES LOWERED ON TOP OF THE VEHICLE AND WAS STRUCK BY AN NS TRAIN.,,,,,ALABAMA             ,A,1,2,
,14,4,IC  ,809421,,,    ,          ,14,4,IC  ,809421,,0,297746S,14,4,3,12,23,PM,WALLS               ,DE SOTO             ,28,3,,                    ,CHURCH ROAD         ,0,B,4,2,1,1,1,4,72,2,1,1,1,SINGLE MAIN         ,4,2,105,29,E,2,1,1,2,2,2,2,4,8,50000,3,1,0,0,1,1,1,6,,0,  ,1030607,128,,2014,                    ,Y,33,28C033,4,,,, , ,41,1,2,                    ,                    ,0,0,0,0,0,0,WESTBOUND GRAVEL TRUCK WAS STRUCK BY THE SOUTHBOUND TRAIN WHILE STOPPED ON THE CHURCH ROAD CROSSING.,  NO INJURIES WERE REPORTED.,,,,YAZOO               ,A,1,1,
,14,4,CSX ,129225,,,    ,          ,14,4,CSX ,129225,,0,234299U,14,4,30,12,5,PM,LIVONIA             ,WAYNE               ,26,4,,LIVONIA             ,LEVAN RD.           ,45,A,3,3,2,2,2,4,70,2,1,1,4,VALSSIS LEAD        ,1,1,1,5,E,1,7,1,2,1,2,2,5,8,6500,3,1,0,0,1,2,1,1,,0,  ,1020306,158,,2014,                    ,Y,163,26C163,4,,,,S, ,58,1,2,                    ,                    ,0,0,0,0,0,0,"D73830 CREW WAS SHOVING OVER INDUSTRIAL ROAD CROSSING, WHEN A 2010 BLACK CHRYSLER 300 WAS STRUCK BY",THE KNUCKLE OF THE BOX CAR. YIELD SIGN BEFORE THE CROSSING,,,,DETROIT             ,A,1,2,
,14,2,AA  ,X450314,,,    ,          ,14,2,AA  ,X450314,,0,000177S,14,2,4,2,0,PM,MILAN               ,WASHTENAW           ,26,4,,MILAN               ,ARKONA ROAD         ,35,D,4,3,1,1,2,4,22,2,2,1,1,MAIN                ,2,2,5,22,E,2, ,1,2,3,2,2,5,8,5000,3,1,0,0,1,2,1,3,,0,  ,807,386,,2014,                    ,Y,161,26C161,4,,,, , ,28,1,2,                    ,                    ,0,0,0,0,0,0,RS102 WAS TRAVELING SOUTH TOWARDS TOLEDO AT ARKONA ROAD WHEN THE VEHICLE STRUCK THE LEAD ENGINE ON T,HE CONDUCTORS SIDE FRONT END OF THE LEAD LOCOMOTIVE THE VEHICLE THEN SLID OFF IN THE DITCH ON THE SO,"UTH EAST QUADRANT OF THE CROSSING. THE DRIVER WAS UNINJURED AND THE VEHICLE WAS TOTALED, THERE WAS M",INIMUM DAMAGE TO THE SAFETY APPLIANCES ON THE CONDUCTORS SIDE FRONT ON THE LOCOMOTIVE.,,MICHIGAN            ,D,2,2,
,14,1,CSX ,124504,,,    ,          ,14,1,CSX ,124504,,0,234619S,14,1,7,12,2,PM,GRAND RAPIDS        ,OTTAWA              ,26,4,,HUDSONVILLE         ,PRIVATE             ,2,C,2,3,1,1,1,2,-3,2,6,1,1,SINGLE MAIN         ,3,3,42,40,R,3, ,1,2,2,2,2,3,8,6500,3,1,0,0,1,2,1,1,,0,  ,12,57,,2014,                    ,N,139,26C139,4,,,, , ,64,1,2,                    ,                    ,0,0,0,0,0,0,D70007 STRUCK A SEMI-TRUCK THAT DID NOT STOP AT CROSSING.,,,,,GRAND RAPIDS        ,D,1,2,
,14,7,CSX ,132054,,,    ,          ,14,7,CSX ,132054,,0,234849T,14,7,12,10,8,PM,BRIDGMAN            ,BERRIEN             ,26,4,,BRIDGMAN            ,LAKE ST.            ,,K,1,3,1,1,1,4,73,4,2,1,1,SINGLE MAIN         ,3,2,130,42,R,3,1,1,2,1, ,2,5,8,0, , ,1,0,1,2,1,1,,1,  ,102030611,132,,2014,                    ,Y,21,26C021,4,,,, , ,20,1,2,                    ,                    ,1,0,0,0,0,0,N91011 FATALLY STRUCK PEDESTRIAN. PROTECTION ALSO AT CROSSING: ADVANCE WARNING AND PAVEMENT MARKINGS, (STOP LINES & RR XING SYMBOLS).,,,,GRAND RAPIDS        ,A,2,2,
,14,1,GLC ,1212014,,,    ,          ,14,1,GLC ,1212014,,0,536110T,14,1,21,9,31,AM,OWOSSO              ,SAGINAW             ,26,4,,OAKLEY              ,M-52,35,A,2,3,6,1,1,4,3,2,1,8,2,ST. CHARLES DIST.   ,3,1,0,4,E,2,1,1,2,3,2,2,3,8,1000,3,1,0,0,2,2,1,3,,0,  ,20607,159,,2014,                    ,Y,145,26C145,4,,,, , ,20,1,1,                    ,                    ,0,0,0,0,0,0,DRIVER SAW THE RR CROSSING LIGHTS BUT DIDN'T SEE THE TRAIN. DRIVER CONTINUED THROUGH THE CROSSING AN,D WAS STRUCK BY THE FRONT OF THE TRAIN ON THE DRIVERS SIDE.,,,,ST CHARLES          ,A,2,2,
,14,1,GLC ,1082014,,,    ,          ,14,1,GLC ,1082014,,0,000549G,14,1,8,4,40,PM,CADILLAC            ,CLARE               ,26,4,,FARWELL             ,SUPERIOR            ,15,A,1,3,1,2,2,4,16,2,2,1,1,CADILLAC DIST.      ,3,2,12,32,E,1, ,1,2,3,2,2,3,8,500,3,1,0,0,3,2,1,3,,0,  ,807,241,,2014,                    ,Y,35,26C035,4,,,, , ,44,1,3,                    ,                    ,0,0,0,0,0,0,DRIVER APPROACHED STOP SIGN FOR RR CROSSING AND SLIID THROUGH THE STOP SIGN DUE TO ICEY ROAD CONDITI,"ONS AND HIT THE SECOND ENGINE HEAD ON, SPUN AROUND AND HIT THE FIRST RAIL CAR CAUSING DAMAGE TO THE ",REAR END OF VEHICLE THEN RAN OFF ROADWAY.,,,CADILLAC            ,D,2,2,
,14,1,GLC ,1232014,,,    ,          ,14,1,GLC ,1232014,,0,000294M,14,1,23,11,20,AM,OWOSSO              ,LIVINGSTON          ,26,4,,HOWELL              ,MARR                ,55,D,4,3,1,1,1,4,5,2,2,1,1,ANN ARBOR DIST.     ,3,2,87,38,E,1, ,1,2,3,2,2,3,8,1000,3,1,0,0,1,2,1,3,,0,  ,807,87,,2014,                    ,Y,93,26C093,4,,,, , ,52,1,2,                    ,                    ,0,0,0,0,0,0,VEHICLE FAILED TO STOP FOR A STOP SIGH/TRAIN CROSSING AND RAN INTO THE PATH OF A TRAIN.,,,,,ANN ARBOR           ,D,2,2,
,14,5,MQT ,MQT565614G,,,    ,          ,14,5,MQT ,MQT565614G,,1,235197E,14,5,14,6,45,AM,WALHALLA            ,MASON               ,26,4,,WALHALLA            ,US RTE 10,1,A,3,3,1,1,2,4,43,1,2,1,1,SINGLE MAIN TRACK   ,3,2,21,5,E,1,1,1,2,3,3,3,5,8,3500,2,1,0,1,1,2,1,3,,0,  ,3,323,,2014,                    ,Y,105,26C105,4,,,, , ,50,1,3,                    ,                    ,0,1,0,0,0,0,VEHICLE 1 STOPPED FOR APPROACHING NORTHBOUND TRAIN; VEHICLE JUST STARTED TO MOVE FORWARD WHEN IT WAS,STRUCK BY  VEHICLE 2 FROM BEHIND  AND SHOVED INTO PASSING TRAIN. DRIVER OF VEHICLE 1 TAKEN TO LOCAL," HOSPITAL WITH NON-LIFE THREATENING INJURIES.  TRAIN CREW UNAWARE OF ACCIDENT; THEREFORE, INFORMATIO",N IS `SKETCHY` AT BEST.,,MANISTEE            ,A,2,2,
,14,5,CP  ,1000096351,,,    ,          ,14,5,NS  ,XXX       ,,0,477460W,14,5,11,2,15,PM,MORENCI             ,LENAWEE             ,26,4,,MORENCI             ,RANGER HWY          ,10,J,2,3,1,1,1,4,77,2,1,1,1,SINGLE MAIN TRACK   ,4,1,66,55,E,3, ,1,2,2,2,2,3,8,1000,3,1,0,0,3,2,1,1,,0,  ,80711,500,,2014,                    ,Y,91,26C091,4,,,, , ,  ,1,2,                    ,                    ,0,0,0,0,0,0,CP TRAIN 244-10 TRAVELING EAST ON NS LAKE DIVISION MADE CONTACT WITH VEHICLE AT RANGER  HWY. NO DAMA,"GE TO TRAIN, VEHICLE LEFT SCENE PRIOR TO SHERIFF'S DEPARTMENT ARRIVING. WITNESS REPORTED 3 INDIVIDUA","LS (BELIEVED TO BE MALE) EXITED FROM A RED SUV (POSSIBLY CHEV BLAZER), RETRIEVED BUMPER, GOT BACK IN", THE VEHICLE & FLED THE SCENE. LENAWEE COUNTY SHERIFF'S DEPARTMENT REPORTED NOT ABLE TO FIND THE VEH,"ICLE OR INDIVIDUALS INVOLVED. FIELD 38 REMAINS BLANK, HIGHWAY USER'S AGE UNKNOWN. CROSSING PROTECTIO",DEARBORN            ,A,2,2,
,14,2,LSRC,A140205,,,    ,          ,14,2,LSRC,A140205,,1,511379B,14,2,5,11,57,AM,GRAYLING            ,OTSEGO              ,26,4,,                    ,MANCELONA           ,5,B,3,3,6,1,2,4,14,2,1,8,1,MACKINAW            ,2,1,0,24,E,2, ,1,2,2,2,2,3,8,,2,1,0,1,1,2,1,3,,0,  ,807,127,,2014,                    ,Y,137,26C137,4,,,, , ,58,1,1,                    ,                    ,0,1,0,0,0,0,JOB #393 LOCOMOTIVE #800 GARBAGE TRUCK HEADING EAST DID NOT STOP FOR CROSSING PULLED IN FRONT OF TRA,IN WAS HIT IN DRIVERS DOOR.,,,,MACKINAW            ,C,2,2,
,14,2,LSRC,A140227,,,    ,          ,14,2,LSRC,A140227,,1,232424X,14,2,27,9,45,AM,SAGINAW             ,SAGINAW             ,26,4,,                    ,BURT RD             ,20,D,3,3,1,1,1,4,3,2,1,1,1,SAGINAW SUB         ,2,4,135,24,E,1,1,1,2,2,2,2,3,8,21000,2,1,0,1,1,2,1,3,,0,  ,3,103,,2014,                    ,Y,145,26C145,4,,,, , ,19,2,1,                    ,                    ,0,1,0,0,0,0,JOB #Z127 LOCOMOTIVE #801-1164-4300-2052 TRAIN HIT PICKUP AT BURT RD PICK UP DID NOT STOP FOR CROSSI,NG.,,,,SAGINAW             ,C,2,2,
,14,5,MQT ,MQT561214G,,,    ,          ,14,5,CSX ,XXX       ,,0,235058J,14,5,3,5,10,PM,WYOMING YARD        ,KENT                ,26,4,,GRAND RAPIDS        ,11TH STREET,0,A,3,1,1,1,1,4,52,2,1,1,1,SINGLE MAIN TRACK   ,1,3,107,3,R,2,1,1,2,1,2,2,4,8,2000,3,2,0,0,1,2,1,3,,0,  ,307,395,,2014,                    ,Y,81,26C081,4,,,, , ,62,2,2,                    ,                    ,0,0,0,0,0,0,VEHICLE 1 DRIVER IGNORED STOP SIGN AND COLLIDED WITH A 2ND VEHICLE HEADED NORTH ON SEWARD AV; VEHICL,E 1 SPUN AROUND AND CAME TO REST ON RR TRACK FACING SOUTH  AS NORTHBOUND TRAIN APPROACHED.  VEHICLE,1 WAS STRUCK BY LOCOMOTIVE ON DRIVER SIDE MIRROR AND FRONT PANEL.  DRIVER OF VEHICLE 1 WAS OUT OF CA,R AT TIME OF COLLISION; NO INJURIES SUSTAINED BY CAR/TRAIN COLLISION.  NO DAMAGE TO LOCOMOTIVE.,,GRAND RAPIDS        ,A,2,2,
K,14,5,ATK ,132849,,,    ,          ,14,5,CSX ,129942,,1,234875H,14,5,19,6,32,PM,NEW BUFFALO         ,BERRIEN             ,26,4,,NEW BUFFALO         ,BELL AVENUE         ,25,A,1,3,1,1,1,4,66,2,1,2,1,SINGLE MAIN TRACK   ,4,1,3,65,E,3,1,1,2,2,2,2,2,8,2000,2,1,0,1,1,2,1,6,,0,  ,60807,153,,2014,                    ,Y,21,26C021,4,,,, , ,25,2,156,                    ,                    ,0,1,0,0,0,0,"TRAIN 370 OPERATING WITH LOCOMOTIVE E/29 AND 3 CARS STRUCK AN OCCUPIED AUTOMOBILE AT MP113.89, BELL","AVE CROSSING.  AMTRAKS EQUIPMENT DAMAGE IS $4,689.00.",,,,GRAND RAPIDS        ,A,2,2,
